"","X1","plate_rxn_ID","plate_pos_seq","plate_pos_factor","well","methylation","analysis_status","assay_notes","dup1","dup2","stdev","cv","drift_est","meth_adjust","stock_notes","cc_notes","rxn_notes","sample_id","id","kay.code","darting.date","new.box","cell","sample.type","sample.state.quality","tissue.origin","orig.vol.uL","orig.conc.ng.uL","num.freeze.thaw.cyc","last.freeze.thaw.date","samp.select.note","luma.assay.num","luma.notes","hyena","ear.tag.number","code.number.on.samples","found.dead","darter","location","gpsutme","gpsutmn","sex","age.class","natal.or.immigrant","reproductive.status","repro.stat.code","mass","telazol.dose","telazol.booster","darting.time","time.down","blood.sampling.time","radio.collared","radio.freq","radio.serial.num","gn.rh","num.edtawhole.blood","num.edtaplasma","num.edtabuffy.coat","num.serum","num.rbc","num.heparin.plasma","num.urine","num.paste","num.tissues","dnaextracted","num.thin.blood.smears","num.thick.blood.smears","ultrasound","num.fetuses","num.heartbeats","ultrasound.other","fetus.length.r.l.","parasites","parasite.ticks","parasites.lionfiles","parasites.other","glucose.grn.red.","glucose.green","glucose.red","pcv","wbc","rbc","knott.s.microfilaria","total.solids","zygo.to.top.crest","zygo.to.back.crest","eye.to.ear","ear.length","skull.length","head.circ","zygo.breadth","body.length","tail.length","neck.circ","girth","leg.side","front.ft.len","lower.leg.length","upper.leg.length","scapula.length","ht.at.shoulder","hind.ft.length","test.nip.length","test.nip.width","tooth.side","incisors","up.canine.ht","up.pm2len","up.pm3len","up.pm4len","upper.row.len","lower.row.len","low.row.with.m1len","m1length","low.pm4len","low.pm3len","low.pm2len","low.canine.ht","rt.low.pm3ht","lft.low.pm3ht","rt.low.pm3surf","lft.low.pm3surf","cavities.broken.teeth","kid.teeth","body.condition","scars.wounds","dartsheet.comments","reaction.to.darting","notes","num.wbc","num.rtbuffer","other.collected","temperature","respiration","heart.rate","body.fat","old.code.number","old.2nd.number","age.at.darting.days","age.at.darting.note","first.seen","den.grad","disappeared","mom","birthdate","number.littermates","litrank","mortality.source","death.date","weaned","clan","park","grad.age.mon","wean.age.mon","age.mon","age.cat","rank_year","hum.pres","lit.size","samp_year","dna_extrct_mth","mom.absrank","mom.strank","mom.strank.quart.order","mom.strank.quart","absrank","strank","strank.quart.order","strank.quart","prim.prey.3.6","prim.prey.6.9","prim.prey.birth.3","prim.prey.gest","prim.prey.peri.concpt","num.transects.3.6","num.transects.6.9","num.transects.birth.3","num.transects.gest","num.transects.peri.concpt","age.inter","samp_year_cnt"
"289",283,"p4r8",33,2,"E9",77.38547777,"y",NA,79.13945789,75.63149765,2.480502473,3.205384969,-0.00859346965517202,77.3863371169655,NA,NA,NA,1276,"ziti",848,2013-06-05,"DNA_8",28,"DNA","O","WB",400,NA,NA,NA,"orig samps, plates 1-4",1,NA,"ziti",NA,848,0,"bmp,keh,cek,dww","280m s laura tree",749871,9836262,"m",NA,"natal","ok","ok",47.2,2.6,0.9,2013-06-05 00:50:00,2013-06-05 00:53:00,2013-06-05 00:57:00,0,"151.462","12161",0,2,0,1,5,1,4,0,NA,"0",2,0,0,0,NA,NA,NA,NA,"none",0,0,0,"77/78",77,78,41.69,NA,NA,NA,NA,12.6,15.2,11,8,25.2,50.1,NA,85.7,24.5,46.7,76,"r",19.6,24.4,25.1,27.3,76.2,23.8,36.02,32.84,"r",20.69,29.23,13.96,21.63,35.76,96.38,78.23,NA,NA,20.57,20.18,11.72,26.57,19.99,20.4,3.83,4.26,"none",NA,"good","4 quarter sized old scarson left scapula, virus on mouth","blood plasma ans serum cloudy w/ fats",NA,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2010-06-09,2010-11-12,NA,"guci",2010-04-03,1,2,NA,NA,2011-07-14,"talek",NA,223,467,38.1,"adult",2010,"hi","twin",2013,"old",14,0.037037037,2,"Q2",NA,NA,NA,NA,1.31237959531651,0.0526842537782425,1.37818611768635,-0.172714481390497,-0.587597781455626,15,21,20,18,15,"adult",6.60266666666666
"290",284,"p4r8",37,2,"G1",76.42994376,"y",NA,78.09362794,74.76625957,2.352804741,3.078380836,-0.00859346965517202,76.4319489029195,"visible tissue","low 230",NA,1305,"roh",663,2015-01-29,"DNA_8",70,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"rohan",NA,663,0,"cmo,bmp","690m w island bio mp",739002,9846957,"f",NA,"natal","lactating","lactating",68.4,2.8,NA,2015-01-29 00:41:00,2015-01-29 00:48:00,2015-01-29 00:58:00,0,"150.48","589866",0,5,0,1,5,1,4,0,2,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"59/59",59,59,48.2,NA,NA,NA,NA,15.3,18.5,13,9,30.5,52.4,NA,105.5,25,50.1,88.5,"r",18.9,25.1,25.3,28.5,79.2,24.6,47,NA,"l",22,31.5,13.5,23,34.3,96,78,NA,NA,20.2,20.5,15,27,19.7,20,8,8,"one cavity upper left incisor",NA,"good",NA,"nursing one 6 month cub, one dna tube went into ln2 tank only one left for dna day",1,"6 bacterial swabs taken",NA,NA,"6 bacterial swabs taken",NA,NA,NA,NA,NA,NA,0,NA,2007-05-02,NA,NA,"arw",2006-12-01,0,NA,NA,NA,NA,"fig.tree",NA,NA,NA,97.9,"adult",2006,"med","single",2015,"old",NA,NA,NA,NA,NA,NA,NA,NA,0.979999863601085,0.822309360034839,0.40359167855367,-0.926438291756796,0.375737370724094,14,13,7,11,12,"adult",8.60266666666666
"291",285,"p4r8",46,2,"G10",76.30104575,"y",NA,76.27176893,76.33032257,0.041403675,0.054263575,-0.00859346965517202,76.3056289338161,NA,"low 230",NA,1349,"tpe",919,2009-09-24,"DNA_9",47,"DNA","R","WB",393,NA,1,"14-Jul-14","orig samps, plates 1-4",1,NA,"tpe",NA,919,0,"ljc, dsg","400 m nw top bane l",746615,9834872,"f",NA,"natal","bado","bado",24.4,0,NA,2009-09-24 03:09:00,2009-09-24 03:11:00,2009-09-24 03:21:00,0,NA,NA,0,2,0,0,4,1,4,0,NA,"0",2,3,1,0,NA,NA,NA,NA,"ticks, lionflies",0,0,0,"71/74",71,74,44.61,NA,NA,NA,6.1,10.2,12.9,9.3,7.8,22.5,38,NA,68.4,17.6,40.5,62,"r",17.2,21,18.3,19.5,58.8,21.8,3.13,NA,"r",21.26,13.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","most","normal/good","scar on inside of left knee",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2009-02-17,2009-08-05,2013-05-28,"mos",2009-01-10,1,2,NA,NA,2009-10-29,"talek",NA,207,292,8.4,"cub",2009,"hi","twin",2009,"old",5,0.619047619,3,"Q3",NA,NA,NA,NA,0.715505462250162,-0.781224260061391,-1.12061150150299,-0.718148816348785,0.31301343243784,6,13,5,9,18,"cub",2.60266666666666
"292",286,"p4r8",47,2,"G11",73.9462749,"y",NA,74.70059195,73.19195785,1.0667654,1.442622231,-0.00859346965517202,73.9511445328046,NA,NA,NA,1354,"kik",747,2004-01-27,"DNA_9",53,"DNA","O","WB",500,NA,NA,NA,"orig samps, plates 1-4",1,NA,"kik",747,0,0,"jes,jbt","150m ne saga lugga",746070,9838700,"m",NA,"natal","bado","bado",33.4,1.2,NA,2004-01-26 23:32:00,2004-01-26 23:35:00,2004-01-26 23:50:00,0,NA,NA,0,1,2,0,3,1,2,0,1,"0",NA,3,1,0,NA,NA,NA,NA,"ti,lf",0,0,0,"67/69",67,69,38.5,NA,NA,NA,8.1,11,12.7,11.5,9.2,23.8,44,13.5,79.3,23.5,NA,NA,"r",19.5,24.1,22.4,22.5,61.3,22.4,33.4,31.2,"l",20.6,20.7,19.4,15.3,35.1,86.8,69.7,91.1,23.4,21.8,17,12.3,19.5,18.4,17,0.9,1.1,"0","none","good","small would on rt shoulder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429,NA,2003-02-21,2003-10-01,2006-09-19,"art",2002-11-24,NA,NA,NA,NA,2003-09-18,"talek","tk",311,298,14.1,"subadult",2002,"med",NA,2004,"old",2,0.866666667,4,"Q4",NA,NA,NA,NA,-1.38999681706516,-0.991921119446126,-0.645025562221949,-0.676746210064823,-0.481489785854711,12,12,9,12,12,"subadult",-2.39733333333334
"293",287,"p4r8",38,2,"G2",75.84885581,"y",NA,74.35171705,77.34599458,2.117273947,2.791438215,-0.00859346965517202,75.8511474019081,NA,NA,NA,1313,"goof",519,2014-09-19,"DNA_8",79,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"goofy",NA,519,0,"bmp,att,cmo,al","candybar x",742195,9835711,"f",NA,"natal","bado","bado",49,1.6,NA,2014-09-19 01:05:00,2014-09-19 01:09:00,2014-09-19 01:26:00,0,NA,NA,0,5,NA,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"94/91",94,91,56.78,NA,NA,NA,NA,13.6,17.2,11,9.9,28.2,52.6,NA,94.7,23.6,51,81.2,"r",17.6,27.1,27.1,27.3,81.5,25.1,6.64,NA,"l",22.01,27.26,19.82,19.74,32.82,94.84,78.04,NA,NA,18.16,18.17,12.17,24.5,17.58,17.08,1.82,2.13,"none","none noted","good","scars on left hind leg","difficulties drawing blood even after first tube",1,"6 bacterial swabs taken",NA,NA,"6 bacterial swabs",NA,NA,NA,NA,NA,NA,0,NA,2012-12-28,2013-08-26,2017-05-09,"juno",2012-11-12,NA,NA,NA,NA,2013-10-24,"talek","tk",287,346,22.2,"subadult",2012,"hi",NA,2014,"old",4,0.853658537,4,"Q4",NA,NA,NA,NA,NA,NA,0.121018903734096,0.269933383184558,-0.277224328935662,NA,NA,9,16,19,"subadult",7.60266666666666
"294",288,"p4r8",39,2,"G3",75.20829745,"y",NA,74.20702169,76.20957321,1.416017763,1.8827946,-0.00859346965517202,75.2108754908966,NA,"low 230; dna left in cc column",NA,1322,"bass",319,2001-06-23,"DNA_9",8,"DNA","O","WB",500,NA,NA,NA,"orig samps, plates 1-4",1,NA,"bass",NA,NA,0,"sd, kh, jk","cheetah t x",748571,9837620,"f",NA,"natal","bado","bado",17.66,1,NA,2001-06-23 00:30:00,2001-06-23 00:32:00,2001-06-23 00:40:00,0,NA,NA,0,2,2,NA,3,NA,4,NA,NA,NA,2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"64/57",64,57,37.3,13700,5465000,"hook",7,10.5,12.5,NA,7.5,23,38,NA,69.5,19,32.5,49,"r",16.5,21,18.5,20.5,61.5,19,4.3,NA,NA,21.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"excellent","mild inside rt d ear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,NA,363,NA,2000-07-26,2001-03-18,2001-06-22,"amar",2000-06-25,1,1,NA,NA,NA,"talek","tk",266,NA,11.9,"cub",2000,"med","twin",2001,"old",19,-0.5,1,"Q1 (lowest)",NA,NA,NA,NA,-0.643328652256815,-0.258677403047472,-0.701821751180702,1.46178841016766,-0.29658484278169,10,12,12,12,12,"cub",-5.39733333333334
"295",289,"p4r8",40,2,"G4",75.13740252,"y",NA,73.9418266,76.33297845,1.690799687,2.250277,-0.00859346965517202,75.1402670098851,NA,NA,NA,1323,"oak",740,2009-08-22,"DNA_9",9,"DNA","O","WB",600,NA,NA,NA,"orig samps, plates 1-4",1,NA,"oak",NA,740,0,"ljc,sld,bks","600m se top bane lugga",747212,9834092,"m",NA,"immigrant","ok","ok",53.8,3.3,1.5,2009-08-22 02:50:00,2009-08-22 03:01:00,2009-08-22 03:06:00,0,NA,NA,0,3,0,1,4,1,4,1,2,"0",2,3,1,0,NA,NA,NA,NA,"1 tick, 2 lionflies",0,0,0,"79/79",79,79,42.5,NA,NA,NA,7.4,12.9,18,11,9.3,28.6,52.8,NA,93.7,24.5,46.6,76.5,"l",20.5,24.5,23.8,27,79,24.5,36.7,50.6,NA,21.43,21.46,13.34,21.06,33.1,96.6,82.58,NA,NA,20.75,18.74,13.54,22.23,14.88,14.62,7.45,8.22,"1","none","good/normal","scar around snare completely healed","snare not removed (too deep & overgrown), electroejaculated",2,"1 tick & 1 lf collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2004-10-07,NA,2014-05-29,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,94,"adult",NA,NA,NA,2009,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",2.60266666666666
"296",290,"p4r8",42,2,"G6",77.21087036,"y",NA,77.0284291,77.39331162,0.258010899,0.334163956,-0.00859346965517202,77.2143077478621,NA,NA,NA,1330,"frr",318,2001-04-18,"DNA_9",17,"DNA","O","WB",500,NA,NA,NA,"orig samps, plates 1-4",1,NA,"frr",318,NA,0,"jk, sd","30m nw baboon t",751809,9837119,"m",NA,"natal","bado","bado",19.78,1,NA,2001-04-18 01:00:00,2001-04-18 01:02:00,2001-04-18 01:09:00,0,NA,NA,0,2,2,NA,4,NA,5,NA,NA,NA,2,3,1,0,NA,NA,NA,NA,"ti/lf",0,0,0,"71/68",71,68,31.12,22575,7740000,"none",7,11.5,13,NA,7.5,21.5,38,NA,69,16,33,52,"r",13.5,21,17,20.5,60,17.5,37.42,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"excellent","mild on spine at left base of neck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,NA,285,NA,2000-07-21,2001-04-12,2001-12-09,"jj",2000-06-25,0,NA,NA,NA,NA,"talek","tk",291,NA,9.8,"cub",2000,"med","single",2001,"old",12,0.083333333,2,"Q2",NA,NA,NA,NA,-0.643328652256815,-0.258677403047472,-0.701821751180702,1.46178841016766,-0.29658484278169,10,12,12,12,12,"cub",-5.39733333333334
"297",291,"p4r8",43,2,"G7",78.3918916,"y",NA,79.33828875,77.44549445,1.338407688,1.707329241,-0.00859346965517202,78.3956154368506,NA,NA,NA,1332,"ein",371,2007-06-24,"DNA_9",19,"DNA","O","WB",700,NA,NA,NA,"orig samps, plates 1-4",1,NA,"einstein",371,371,0,"keh,adw,kcs, ljc","500m sw-top gmr lugga",742412,9840430,"f",NA,"natal","bado","bado",30,1.2,NA,2007-06-24 00:37:00,2007-06-24 00:47:00,2007-06-24 00:50:00,0,NA,NA,0,1,1,0,2,NA,3,0,1,"0",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"61/61",61,61,35.2,NA,NA,NA,6.8,9.7,12.8,10.2,8.6,23.2,43.6,13.7,83.2,19.1,42.8,67.2,"l",16.9,23.1,21.1,22.2,68,22.9,2.86,NA,"l",22,15.3,9,16.9,33.2,90.2,72.5,NA,NA,20.7,17.1,13.1,18.2,20.2,NA,1.3,1.3,"0","none","very good","adult teeth still erupting; scar on inside left leg; hips protrude slightly","hips protruding slightly; adul teeth still erupting",1,"adult teeth still erupting; hips protrude slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-05-06,NA,NA,"bel",2006-04-30,1,NA,NA,NA,NA,"fig.tree",NA,NA,NA,13.8,"subadult",2006,"med",NA,2007,"old",NA,NA,NA,NA,NA,NA,NA,NA,0.226331758153082,-0.402599206886051,-0.0239287256085649,-0.275500951773725,-1.29690098357601,12,8,10,12,11,"subadult",0.602666666666664
"298",292,"p4r8",45,2,"G9",76.02853557,"y",NA,78.66339178,73.39367935,3.726249399,4.901119522,-0.00859346965517202,76.0328323048276,"poor quality","low 230",NA,1342,"lav",715,2009-08-06,"DNA_9",30,"DNA","O","WB",600,NA,NA,NA,"orig samps, plates 1-4",1,NA,"lav",NA,715,0,"ljc,sld","400m w alamo nd",747555,9836316,"m",NA,"natal","bado","bado",39.8,2.3,NA,2009-08-06 01:08:00,2009-08-06 01:13:00,2009-08-06 01:28:00,0,NA,NA,0,3,0,3,4,1,4,0,0,"0",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"69/69",69,69,28.91,NA,NA,NA,6,11.6,15.4,10.5,9.2,26.5,49.4,NA,84.1,21.9,47.8,80.2,"r",19.7,25.7,23,24,72,24,27.8,26.11,"r",22.02,24.65,14.81,22.28,36.13,95.01,76.98,NA,NA,21.51,20.02,14.6,28.55,19.36,NA,2.53,NA,"0","none","good, a little chubby","virus on his face","fell into a hole while drunk, but seemed ok",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2008-05-11,2008-10-15,2010-11-22,"mos",2008-02-20,1,1,NA,NA,2008-10-23,"talek",NA,238,246,17.5,"subadult",2008,"med","twin",2009,"old",4,0.625,3,"Q3",NA,NA,NA,NA,0.205294629010001,-0.0628971354775859,0.280024763319032,-0.682455140869193,0.179878798722405,17,13,16,14,17,"subadult",2.60266666666666
"299",293,"p5r10",4,1,"A3",74.06837042,"y",NA,75.82483427,72.31190656,2.484015006,3.353678489,0.0354179919230743,74.0801764173077,"extract_2016_2017",NA,NA,16554,"com",883,2009-01-03,NA,NA,"DNA","extract","WB",500,46,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","combat",NA,883,0,"esj, bk,asf","300m e-biggin l high xing",732317,9841127,"f",NA,"natal",NA,NA,62.6,2.3,0.8,2009-01-03 01:27:00,2009-01-03 01:33:00,2009-01-03 01:49:00,0,"151.489",NA,0,4,3,0,27,1,8,0,2,"2-saliva",2,3,1,0,NA,NA,NA,NA,"ti",0,0,0,"82/83",82,83,29,NA,NA,NA,6.9,11.5,17.5,9.5,9,30,50.5,16.5,102.5,24.5,50.5,82.5,"l",17.5,26.5,26,29,79,23,16.5,17.5,"l",21.68,26.91,14.91,21.2,36.03,96.9,78.43,NA,NA,20.42,19.54,14.7,24.88,14.37,14.4,7.65,7.36,"1","none",NA,"big wound healing at top of back.","saliva ph=8.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2001-06-03,NA,NA,"atar",2000-11-04,1,NA,NA,NA,NA,"mara.river",NA,NA,NA,98,"adult",2000,"low",NA,2009,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",2.60266666666666
"300",294,"p5r10",4,1,"A4",70.87341993,"y",NA,70.35710442,71.3897354375,0.73018039525,1.058219484,-0.0482470765583698,70.8571359685628,"extract_2016_2017",NA,NA,16555,"byte",513,2014-09-17,NA,NA,"DNA","extract","WB",200,52,NA,NA,"miss_samp_extract, plate 5",1,"sample re-run (accidentally) and values deviate by aprox 10 perc.; sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","megabyte",NA,513,0,"bmp,cmo","euphorbia lugga",747386,9835056,"f",NA,"natal","bado","bado",48,2.1,1,2014-09-17 01:00:00,2014-09-17 01:11:00,2014-09-17 01:16:00,0,NA,NA,0,4,NA,1,5,1,4,0,0,"1 hair",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"196/95",96,95,49.7,NA,NA,NA,NA,13,17.5,10,8.5,27,51,NA,96,23,47.5,80.5,"r",15.8,24,24,20.5,76.2,21.8,6.16,NA,"l",21.07,25.64,14.1,20.43,35.07,92.05,74.32,NA,NA,19.15,20.32,13.61,26.16,20.36,20.37,0.68,0.64,"none","none notede","not noted",NA,"very stressed chased by penne who bites her inner r and l hind legs and lower right hind leg outside before being diven away.",3,"6 bacterial swabs taken",NA,NA,"6 bacterial swabs",NA,NA,NA,NA,NA,NA,0,NA,2013-02-07,2013-08-08,NA,"buar",2013-01-12,1,NA,NA,NA,2013-10-31,"talek","tk",208,292,20.1,"subadult",2013,"hi",NA,2014,"old",2,0.95,4,"Q4",NA,NA,NA,NA,NA,NA,NA,0.0185683290465085,0.605289561535591,NA,NA,NA,13,18,"subadult",7.60266666666666
"301",295,"p5r10",5,1,"C10",73.92495098,"y",NA,72.77881954,75.07108243,1.620874631,2.1925948,0.0354179919230743,73.9308539786539,"extract_2016_2017",NA,NA,16572,"gel",908,2010-07-29,NA,NA,"DNA","extract","WB",600,39,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","gelato",NA,NA,0,"kdsl, tmm, mmw, asb","magic culvert",NA,NA,"f",NA,NA,NA,NA,41,1.6,NA,2010-07-29 03:10:00,2010-07-29 03:14:00,2010-07-29 03:30:00,0,NA,NA,0,NA,NA,1,4,1,4,NA,NA,NA,2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,NA,NA,NA,30.5,NA,NA,NA,5.9,11.5,16.5,10.2,8.7,28,47.3,NA,91.7,21.8,45.4,72,"r",19,NA,25.5,26.5,71.5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"small wound on r hindleg","virus on face",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2009-01-25,2009-07-30,NA,"guci",2009-01-05,1,2,NA,NA,2010-01-27,"talek",NA,206,387,18.7,"subadult",2009,"hi","twin",2010,"old",11,0.047619048,2,"Q2",NA,NA,NA,NA,-0.0129111794809512,-0.505238177518301,-0.988082590218371,-0.762071581276117,0.480930642224997,3,16,7,9,16,"subadult",3.60266666666666
"302",296,"p5r10",5,1,"C4",73.37499794,"y",NA,74.52556662,72.22442927,1.627149824,2.217580742,0.0354179919230743,73.3809009386539,"extract_2016_2017",NA,NA,16566,"bag",86,1993-07-15,NA,NA,"DNA","extract","WBC",400,2162,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","bag",NA,NA,0,"kh","k6 cd",750045,9836871,"m",2,"natal","bado","bado",28.4,NA,NA,1993-07-15 01:39:00,1993-07-15 01:47:00,1993-07-15 01:49:00,0,NA,NA,0,6,7,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ti, lf",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,11,13.7,NA,10.3,25,42.7,NA,76.5,23,38.7,64.5,"r",19,24,21,23.5,64,20.3,24.4,15,"r",21.2,22.5,13.05,20.45,32.3,86.5,71.2,NA,NA,20.7,18.1,14.25,22.4,18,18,2.5,2.5,"1","none",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,86,NA,464,NA,1992-05-11,1993-03-04,1994-04-22,"02",1992-04-07,1,2,NA,NA,NA,"talek","tk",331,NA,15.2,"subadult",1992,"low","twin",1993,"old",NA,NA,NA,NA,NA,NA,NA,NA,5.06693164888043,-0.907083003499174,0.404295763540765,-0.533097167392638,-0.329253560639118,10,12,12,12,12,"subadult",-13.3973333333333
"303",297,"p5r10",5,1,"C5",72.99070767,"y",NA,72.24458767,73.73682766,1.05517302,1.44562651,0.0354179919230743,72.9966106686539,"extract_2016_2017",NA,NA,16567,"boa",705,2002-07-09,NA,NA,"DNA","extract","WB",600,46,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","boa",NA,NA,0,"saw, keh","300m w of dream camp",746042,9838672,"m",NA,"natal","bado","bado",22.1,1,0.3,2002-07-09 01:44:00,2002-07-09 01:51:00,2002-07-09 01:58:00,0,NA,NA,0,2,2,NA,4,1,5,NA,NA,NA,NA,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"72/79",72,79,33.1,NA,NA,NA,6.6,11.2,12.5,NA,8,22.4,40.5,NA,74,22.5,34,56,"l",17,21,19.5,21,64,21,16.8,29,"l",21.2,9.8,9.3,10.6,33.9,82.4,65.9,NA,NA,17.6,12.8,11.8,12.8,5.7,6.6,3.4,3.4,"0","notes state that upp3, lop4, lop2, both lop3 are baby teeth - but it appears that all marked with * are not adult fully erupted","good","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,NA,355,NA,2001-08-18,2002-01-23,2004-07-29,"ali",2001-07-19,0,NA,NA,NA,2002-11-08,"talek","tk",188,477,11.7,"cub",2001,"med","single",2002,"old",5,0.529411765,3,"Q3",NA,NA,NA,NA,-0.485230999655356,0.0635054420367827,0.621858024552179,0.665778301525572,0.263356981294553,8,12,12,12,12,"cub",-4.39733333333334
"304",298,"p5r10",5,1,"C7",64.68721628,"y","use only dup 1; non-specific peaks",64.68721628,63.11061406,1.11482612,1.744671435,0.0354179919230743,64.6931192786539,"extract_2016_2017",NA,"use only dup 1 in avg",16569,"sun",80,1993-07-09,NA,NA,"DNA","extract","WBC",300,44,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","sun",NA,NA,0,"kh","talek range(300m n culdesac den)",747987,9838481,"m",2,"natal","bado","ok",29.8,1.1,NA,1993-07-09 00:45:00,1993-07-09 00:50:00,1993-07-09 00:57:00,0,NA,NA,0,3,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"lf, ti",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10.4,13,NA,10.2,25,44,NA,77.5,21,40,68.2,"r",17.5,24,21.2,24.5,66,22.8,32.8,25.2,"r",20.45,17.1,7.85,14.05,31.05,102.55,75.55,NA,NA,22.1,16.9,14.55,14.55,18.32,18.05,1.4,1.4,"0","some",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,80,NA,399,NA,1992-07-06,1993-02-01,1997-04-20,"23s",1992-06-05,1,2,NA,NA,1993-05-16,"talek","tk",241,345,13.1,"subadult",1992,"low","twin",1993,"old",11,-0.333333333,2,"Q2",NA,NA,NA,NA,-1.20665944561365,-0.121724444447393,4.01484357734831,-0.195035886517505,-0.1848578277093,10,10,12,12,12,"subadult",-13.3973333333333
"305",299,"p5r10",5,1,"C9",75.57034218,"y",NA,73.88492162,77.25576273,2.383544603,3.154074118,0.0354179919230743,75.5762451786538,"extract_2016_2017",NA,NA,16571,"tz",105,1993-08-11,NA,NA,"DNA","extract","WBC",400,705,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","tz",NA,NA,0,"kh","100m n-shooting t",751673,9836929,"m",NA,"imm","mature","ok",45.2,1.8,0.9,1993-08-11 01:20:00,1993-08-11 01:24:00,1993-08-11 01:34:00,0,"150.591","39724",0,6,5,NA,7,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"lf",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,13,17,NA,10,31,52.5,NA,95.5,23,48,82.5,"r",19,26.5,25,28,79.3,23,33.2,36,"l",22.5,26,11.7,19.8,34.25,92.15,76.75,NA,NA,17.9,18.45,11.9,NA,12.2,16.35,6.2,6.65,"0","none",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,105,NA,NA,NA,1993-07-05,NA,2000-02-18,NA,NA,NA,NA,NA,NA,NA,"talek","tk",NA,NA,35,"adult",NA,NA,NA,1993,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",-13.3973333333333
